Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Ian,MID,40,32.50%,3,2.2,1.9,3.4,9.7,394,66.00%,27.6,525,1.25,0.65,0.37,0.21,16,2,-155,25%,5%,0,3
IgNar,SUPPORT,44,38.60%,4.2,0.5,1.5,5.6,2.2,260,64.00%,5.3,89,2.73,1.74,0.5,0.55,-27,-1,-82,27.30%,6.80%,0,1
Justice,MID,8,37.50%,4.2,2.1,1.6,4.6,9,371,68.70%,21.4,387,1.28,0.75,0.42,0.34,-196,-16,-287,37.50%,12.50%,0,-
KeY,SUPPORT,45,48.90%,3.1,0.5,2.2,6.2,2.1,269,69.10%,7.1,130,2.57,1.51,0.45,0.46,128,2,107,15.60%,8.90%,0,-
Khan,TOP,33,87.90%,5.9,2.8,1.3,5.1,10.1,458,62.60%,27.4,570,1.57,0.81,0.29,0.22,279,6,165,21.20%,15.20%,1,8
Kiin,TOP,41,68.30%,3.9,1.7,1.4,3.7,9.9,424,55.70%,24,425,1.24,0.67,0.24,0.15,27,4,113,17.10%,12.20%,0,2
Kramer,ADC,34,67.60%,7.9,2.5,0.9,4.2,11.2,462,74.10%,30.9,547,1.77,0.59,0.62,0.19,192,1,76,35.30%,2.90%,0,2
Kuzan,MID,2,0%,0.1,0,3.5,0.5,9,355,25.00%,26.6,365,1.26,0.64,0.38,0.21,-300,-5,-676,0%,50%,0,-
Lava,MID,43,51.20%,3.7,3.3,2,4.1,9.4,406,81.00%,30.7,565,1.21,0.61,0.3,0.14,175,-2,122,37.20%,4.70%,1,1
Lindarang,TOP,45,48.90%,2.8,1.7,2,4.1,8.5,386,62.50%,23.3,418,1.1,0.63,0.15,0.1,69,-5,-170,40%,8.90%,0,3
MaHa,ADC,14,7.10%,2,1.3,2.1,2.8,9.7,389,68.00%,27.7,529,1.02,0.44,0.32,0.12,-164,-7,-428,7.10%,7.10%,0,-
Mata,SUPPORT,43,65.10%,6.2,0.6,1.2,6.7,2.2,268,70.00%,6.5,122,2.7,1.72,0.48,0.61,79,0,-118,23.30%,7%,0,-
Max,SUPPORT,40,32.50%,2.3,0.6,2.5,5,2.1,265,73.30%,7.5,143,2.23,1.3,0.36,0.26,113,-1,203,15%,10%,0,1
Mightybear,JUNGLE,2,0%,1.3,0,2,2.5,4.4,274,75.00%,9.5,128,2.92,1.4,0.5,0.23,-308,-10,-838,50%,0%,0,-
Mowgli,JUNGLE,10,70%,8.3,1.6,1,6.7,5.3,333,81.90%,10,174,2.22,1.16,0.53,0.52,4,-3,205,50%,0%,0,-
PawN,MID,31,61.30%,4.5,2.6,1.6,4.8,10,419,75.10%,26,512,1.31,0.63,0.38,0.22,11,-3,-94,35.50%,6.50%,0,3
Peanut,JUNGLE,35,80%,8.5,2.6,1.2,7.4,6.3,378,77.30%,12.8,255,3.2,1.65,0.66,0.27,303,7,239,48.60%,8.60%,0,3
Pilot,ADC,26,46.20%,5.5,3.2,1.2,3.5,10.8,440,70.40%,29.1,584,1.39,0.41,0.4,0.07,-308,-8,-263,11.50%,7.70%,1,1
PraY,ADC,40,82.50%,8.2,3.5,1.1,5.2,10.4,460,66.40%,30.6,633,1.38,0.51,0.43,0.11,293,5,194,22.50%,0%,0,2
Raise,JUNGLE,33,27.30%,1.8,1,3.1,4.5,4.6,291,75.00%,10.9,175,2.59,1.42,0.53,0.39,-264,-8,-316,36.40%,18.20%,0,1
Rascal,TOP,7,57.10%,4.1,2.6,1.4,3.3,9.2,424,58.60%,22.2,410,1.03,0.64,0.18,0.18,575,4,109,42.90%,0%,0,3
Roach,TOP,41,22%,1.7,1.3,2.3,2.5,9.1,369,49.60%,22.3,346,1.14,0.65,0.2,0.19,-312,-1,-57,9.80%,9.80%,0,10
Ruler,ADC,44,50%,3.2,2.6,1.7,2.8,11,437,67.80%,30.8,556,1.59,0.45,0.64,0.19,8,3,185,11.40%,18.20%,0,2
Rush,JUNGLE,2,100%,5,0.5,1.5,7,4.9,315,60.30%,5.4,114,1.9,0.68,0.56,0.2,112,-2,-501,0%,0%,0,-
SS,ADC,41,22%,2.9,1.9,1.8,3.4,10.1,402,70.20%,31.9,521,1.28,0.45,0.46,0.14,-111,-4,-303,12.20%,7.30%,0,1
Sangyoon,ADC,45,48.90%,4,2.6,1.6,3.8,11,445,61.60%,28.1,520,1.22,0.35,0.42,0.08,-133,-1,-73,11.10%,4.40%,0,-
Score,JUNGLE,41,63.40%,4.4,1.5,1.7,6,5.4,331,76.10%,9.9,186,2.9,1.4,0.61,0.31,89,0,10,51.20%,7.30%,0,-
Secret,SUPPORT,41,22%,2,0.8,2.5,4.2,2.1,244,68.50%,7.3,112,2.18,1.47,0.37,0.43,-144,0,47,12.20%,12.20%,0,-
SeongHwan,JUNGLE,43,51.20%,3.3,1.2,2.2,6.2,4.9,314,77.50%,11.1,203,3.06,1.61,0.55,0.34,-21,-4,-285,46.50%,14%,0,-
Smeb,TOP,43,65.10%,3.9,2.3,1.7,4.3,9.3,414,66.60%,25.1,481,1.31,0.68,0.24,0.13,208,3,108,25.60%,11.60%,0,9
SoHwan,TOP,44,43.20%,3.1,1.3,1.8,4,9.1,384,53.80%,21.4,383,1.17,0.65,0.17,0.12,48,7,130,22.70%,9.10%,0,9
Spirit,JUNGLE,31,67.70%,4.3,1.5,1.5,5,5.8,343,66.50%,9.7,171,3.78,1.97,0.8,0.45,129,5,184,38.70%,9.70%,0,-
Teddy,ADC,44,43.20%,5.4,3.9,1.5,3.9,11.6,465,72.50%,34.7,672,1.4,0.43,0.52,0.12,11,5,100,22.70%,11.40%,2,2
Tempt,MID,44,38.60%,3.8,2.5,1.6,3.7,10,407,67.30%,31.8,527,1.21,0.63,0.28,0.2,45,1,-52,27.30%,4.50%,0,9
Thal,TOP,25,60%,3.6,1.3,1.6,4.7,9.1,411,56.20%,24.2,489,1.22,0.67,0.2,0.16,-83,-8,-114,20%,12%,0,1
Trick,JUNGLE,36,41.70%,2.8,1.4,2.3,5,5.1,314,70.40%,10,166,2.42,1.24,0.5,0.28,-39,-4,135,47.20%,16.70%,0,2
TusiN,SUPPORT,41,68.30%,4,0.3,1.7,6.6,2.2,277,73.70%,7.4,130,2.51,1.72,0.39,0.5,76,-2,39,41.50%,4.90%,0,-
U Jun,JUNGLE,8,0%,1.9,0.5,2.5,4.1,4.5,273,82.30%,10,152,2.52,1.23,0.56,0.32,-229,-7,-294,37.50%,12.50%,0,-
Ucal,MID,12,75%,6.1,2.3,1.1,4.3,10.3,425,58.80%,25.1,445,1.09,0.56,0.15,0.19,363,7,319,16.70%,0%,0,2
UmTi,JUNGLE,44,43.20%,3,1.5,2.4,5.7,5.2,314,68.60%,10.2,193,3.1,1.62,0.65,0.29,114,4,117,36.40%,15.90%,0,3
Untara,TOP,21,38.10%,2.3,1.3,2,3.3,8.8,375,49.20%,16.6,275,1.28,0.68,0.24,0.15,-373,-8,-176,9.50%,23.80%,0,-
Wolf,JUNGLE,4,50%,4.1,3,2.5,7.3,5,341,75.40%,8.1,177,3.7,1.72,0.9,0.23,-238,3,-142,0%,50%,0,-
Wolf,SUPPORT,27,48.10%,3.6,0.9,1.8,5.7,2.1,257,68.00%,6.2,112,2.29,1.29,0.45,0.42,76,6,275,25.90%,14.80%,0,1
Wraith,SUPPORT,44,43.20%,3.7,0.5,2,7,1.6,245,66.30%,5.9,107,2.23,1.39,0.32,0.38,-121,-2,-152,27.30%,6.80%,0,1
blank,JUNGLE,24,41.70%,4.1,1,1.7,5.8,4.8,305,78.60%,9.3,168,3.35,1.7,0.71,0.47,-207,-3,-180,29.20%,4.20%,0,-
bono,JUNGLE,8,25%,2.8,1,2.3,5.3,5.3,316,61.70%,11.9,218,3.37,1.67,0.72,0.27,20,-4,69,50%,0%,0,1
kurO,MID,41,68.30%,5.4,2.8,1.3,4.4,10.1,427,75.60%,28.3,505,1.57,0.73,0.42,0.21,-19,-3,-14,22%,12.20%,0,9
