Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
Lehends,SUPPORT,41,0.683,5.9,1.2,1.4,7.2,1.8,261,0.71,10.6,178,2.51,1.37,0.43,0.43,127,0,264,0.341,0.146,0,-
Leo,ADC,3,0.333,4.8,1.7,1.3,4.7,9.2,405,0.706,28.3,475,1.11,0.55,0.22,0.1,-132,-9,207,0,0,0,2
Lindarang,TOP,45,0.556,2.5,2,2.3,3.7,8.6,386,0.575,24,406,1.08,0.5,0.12,0.16,-26,-2,-98,0.244,0.2,0,6
MaHa,TOP,2,0,0.7,0.5,3,1.5,7.3,286,0.286,21.5,210,0.82,0.43,0.13,0.17,-1753,-35,-1502,0,0,0,-
MaHa,ADC,3,0,1.1,0.3,2.3,2.3,9.2,355,0.485,17.5,288,0.95,0.34,0.24,0.14,-490,-15,-766,0,0,0,-
Mata,SUPPORT,43,0.674,3.4,0.9,2,6,1.7,248,0.657,7.2,128,2.79,1.78,0.45,0.66,-11,1,-86,0.256,0.093,0,2
Max,SUPPORT,33,0.273,2.1,0.6,2.3,4.4,1.6,238,0.62,9.3,151,2.26,1.02,0.39,0.31,-34,-4,219,0.273,0.152,0,-
Max,TOP,3,0.333,1.6,1,2.7,3.3,7,319,0.663,21.8,303,1.14,0.43,0.16,0.13,-751,-17,54,0,0.667,0,-
Mightybear,JUNGLE,1,0,5,3,2,7,5.9,375,1,20.4,300,2.55,1.46,0.65,0.44,119,3,112,1,0,0,-
Mong,TOP,1,0,1,2,3,1,8.6,364,0.75,10.2,137,0.97,0.38,0,0.08,349,-7,-810,1,0,0,-
Motive,SUPPORT,8,0.25,1.7,0.6,2.9,4.1,2.3,242,0.818,14.4,223,1.67,0.98,0.22,0.31,24,12,260,0.25,0.25,0,-
Mowgli,JUNGLE,10,0.5,4,1.3,1.7,5.5,4.6,297,0.626,10.9,195,2.01,0.79,0.6,0.5,-244,-9,-274,0.2,0.1,0,-
Nova,SUPPORT,45,0.311,2.3,0.4,2,4,1.6,224,0.557,7.7,115,2.69,1.64,0.48,0.65,-146,-1,45,0.178,0.111,0,-
PawN,MID,1,0,1,4,5,1,9.9,404,0.714,28.9,368,1.27,0.64,0.28,0.28,29,-8,-202,0,1,0,1
Peanut,JUNGLE,29,0.724,4.5,2.1,1.7,5.7,6,354,0.672,12.5,229,2.04,0.5,0.65,0.31,321,7,278,0.552,0.069,0,1
Peanut,MID,1,1,9,1,1,8,0.9,281,0.6,6.6,100,2.63,1.53,0.42,0.39,-2085,-114,-2110,0,0,0,-
Pilot,ADC,38,0.289,3.6,1.7,1.5,3.7,9.9,397,0.686,30.9,483,1.18,0.43,0.27,0.13,-247,-1,-131,0.158,0.053,0,1
Pirean,MID,19,0.526,3.2,2.4,1.8,3.4,9.5,396,0.663,23.9,419,1.3,0.56,0.25,0.22,71,-1,-57,0.158,0.158,0,3
PraY,JUNGLE,2,1,13,7.5,1,5.5,13,564,0.761,32,682,1.19,0.36,0.26,0.09,2672,106,3602,0,0,0,1
PraY,ADC,41,0.634,4.1,2.2,1.5,4,10.1,423,0.573,27.7,470,1.34,0.46,0.36,0.13,136,9,302,0.195,0.073,0,3
Rascal,TOP,3,1,15,3,0.7,7,8.7,431,0.632,19.3,417,1.21,0.66,0.12,0.27,285,-13,330,0,0,0,-
Rather,ADC,1,0,0.5,0,2,1,8.4,311,0.5,29.8,431,0.86,0.39,0.18,0.11,-514,6,-591,0,0,0,-
Rather,MID,7,0.714,5,2.7,1.4,4.4,10,412,0.795,23,395,1.26,0.38,0.33,0.13,-50,9,161,0.143,0.143,0,-
Ruler,ADC,43,0.651,5.3,2.7,1.2,3.7,10.6,448,0.732,34.3,575,1.57,0.44,0.44,0.2,489,12,177,0.116,0.209,1,1
Ruler,JUNGLE,1,0,0.5,1,2,0,14.2,470,1,32.8,287,0.78,0.39,0.26,0.19,1409,94,1732,0,0,0,-
Rush,JUNGLE,7,0.571,1.9,2,3.3,4.3,5.5,338,0.596,13.8,225,1.62,0.33,0.45,0.22,29,-4,127,0.571,0,0,1
Sangyoon,ADC,42,0.548,5.2,2.6,1.2,3.4,10.1,429,0.638,29,487,1.08,0.38,0.27,0.11,-41,-5,-51,0.262,0,0,1
Sangyoon,JUNGLE,3,0.667,8.8,8.3,1.3,3.3,13.3,585,0.889,45.8,857,1.44,0.41,0.42,0.15,2171,98,2819,0.333,0,0,-
Score,JUNGLE,36,0.694,3.7,2,2,5.4,5.2,329,0.704,12.1,222,1.75,0.37,0.57,0.26,179,2,331,0.472,0.083,0,3
SeongHwan,MID,3,0.667,3.5,0.3,2.7,9,1.9,247,0.722,4.7,86,2.5,1.23,0.4,0.44,-2580,-113,-3259,0.667,0,0,-
SeongHwan,JUNGLE,42,0.548,3.1,1.4,2.1,5.1,4.9,313,0.751,11.6,189,1.94,0.75,0.52,0.42,74,2,-57,0.5,0.119,0,2
Smeb,TOP,42,0.69,4.7,2.3,1.4,4.4,9.5,413,0.624,25.6,476,1.22,0.5,0.18,0.15,383,9,385,0.286,0.095,0,9
SoHwan,TOP,45,0.311,2.5,1.2,1.7,3.1,8.9,372,0.581,22.7,350,1.19,0.52,0.16,0.17,-71,-3,-172,0.156,0.133,0,3
Spirit,JUNGLE,35,0.571,4,1.9,1.8,5.2,5.3,327,0.703,12.9,211,1.92,0.66,0.52,0.39,43,-4,-44,0.343,0.114,0,3
Spirit,MID,1,1,-,0,0,9,1.2,277,1,6.8,74,2.99,1.54,0.74,0.46,-1788,-136,-3045,0,0,0,-
Sword,TOP,41,0.683,4.3,2.5,1.6,4.6,9,401,0.634,23.4,407,1.18,0.53,0.2,0.15,-163,-5,3,0.122,0.171,0,6
Tarzan,JUNGLE,38,0.711,7,2,1.3,6.8,5.3,336,0.758,14.1,241,1.79,0.57,0.49,0.44,90,-1,24,0.5,0.053,0,-
Tarzan,MID,3,0.333,3.1,0,2.3,7.3,2.3,234,0.651,5.9,95,2.3,1.53,0.35,0.41,-2208,-120,-3905,0,0,0,-
Teddy,ADC,45,0.311,3.1,2.3,1.6,2.5,10.6,414,0.652,31.3,498,1.25,0.43,0.34,0.14,27,7,-3,0.2,0.022,0,4
Tempt,MID,43,0.209,3.1,2.2,1.7,3,9.4,381,0.658,28.3,405,1.11,0.53,0.18,0.21,49,4,-12,0.14,0.116,0,7
Thal,TOP,44,0.455,2.3,2,2.3,3.2,9.4,399,0.589,24,419,1.14,0.47,0.15,0.15,-98,0,20,0.205,0.091,0,5
Trick,JUNGLE,36,0.25,2.4,1.2,2.3,4.2,5.1,302,0.769,12.8,187,1.26,0.35,0.32,0.26,-214,-3,-45,0.25,0.194,0,2
TusiN,SUPPORT,46,0.565,3.6,0.8,2,6.5,2,252,0.678,8,130,2.69,1.72,0.4,0.58,46,1,-19,0.239,0.152,0,-
Ucal,MID,42,0.69,4.2,2.7,1.6,4.1,9.5,411,0.655,23.6,442,1.11,0.5,0.19,0.2,111,-1,42,0.238,0.048,0,9
UmTi,JUNGLE,41,0.341,2.5,1.3,2.2,4.1,5,304,0.723,13.6,212,2.12,0.74,0.62,0.37,-118,-4,-281,0.463,0.073,0,1
Viper,JUNGLE,3,0.333,4.4,4.3,1.7,3,15,550,0.651,42.4,780,1.17,0.24,0.44,0.12,1928,115,3427,0,0,0,-
Viper,ADC,38,0.711,7.3,2.4,1.1,5.5,10,425,0.665,26,446,1.24,0.46,0.29,0.13,-15,1,38,0.342,0.026,0,2
Wolf,SUPPORT,6,0,1.2,0.3,4.2,4.5,1.2,217,0.888,11.6,152,2.17,1.13,0.42,0.44,-295,-6,-658,0.167,0.333,0,-
Yondu,JUNGLE,41,0.268,2.3,1.5,2.4,4,4.7,292,0.765,11.5,179,1.51,0.62,0.36,0.31,-266,-7,-399,0.366,0.073,0,-
blank,MID,1,1,-,0,0,6,0.6,320,1,3.2,44,2.49,1.29,0.48,0.52,-1272,-134,-1960,1,0,0,-
blank,JUNGLE,38,0.474,3.4,1.2,2,5.6,4.8,306,0.739,10.2,183,1.84,0.73,0.46,0.47,-338,-12,-456,0.421,0.079,0,1
bono,JUNGLE,7,0,1.1,0.9,4.7,4.4,4.1,271,0.825,13.9,169,1.43,0.43,0.38,0.33,-930,-35,-606,0.143,0.143,0,1
kingen,TOP,1,0,1,1,3,2,8,324,1,10.8,141,1.52,0.63,0.2,0.32,-735,-23,-847,0,1,0,-
kurO,ADC,1,1,-,0,0,7,9.1,368,0.778,27.2,297,1.25,0.41,0.46,0.1,-333,-6,-1052,0,0,0,-
kurO,MID,45,0.556,5,2.6,1.5,4.7,9.1,393,0.719,27.9,457,1.4,0.59,0.32,0.18,175,10,553,0.156,0.089,0,7
