Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
PraY,ADC,44,0.705,4.7,3,1.9,5.9,9.4,427,0.633,25,519,-,0.44,0.28,0.08,360,8,171,0.25,0.045,0,2
Raise,JUNGLE,1,0,1.4,2,5,5,3.6,288,1,8,142,-,1.47,0.39,0.53,-,-,-,0,0,0,-
Rascal,TOP,1,0,2,1,2,3,9.1,340,0.8,27.6,476,-,0.59,0.16,0.19,-416,0,-106,0,0,0,-
Ruler,ADC,44,0.659,3.9,2.7,1.8,4.3,9.8,427,0.644,27.7,543,-,0.43,0.34,0.17,133,6,102,0.159,0.068,0,1
Sangyoon,ADC,44,0.386,4.2,3.1,1.7,4.1,9.6,413,0.709,29.8,528,-,0.35,0.24,0.1,-220,-4,-69,0.136,0,0,2
Score,JUNGLE,47,0.66,7.1,3,1.4,7,4.7,362,0.712,14.8,293,-,0.8,0.43,0.25,465,3,188,0.511,0.043,0,2
SeongHwan,JUNGLE,24,0.5,3.4,1.4,2.1,5.8,4.2,318,0.745,12.9,227,-,0.92,0.41,0.29,-368,-4,-299,0.333,0.042,0,1
Shy,TOP,11,0.364,1.3,1.3,3.4,3.2,8.6,364,0.458,17.8,322,-,0.48,0.11,0.06,-432,-7,-113,0.182,0.364,0,-
Smeb,TOP,47,0.66,4.3,3.4,2.3,6.4,8.8,412,0.672,24.6,485,-,0.53,0.14,0.12,577,9,405,0.362,0.064,0,13
SnowFlower,SUPPORT,42,0.5,2.6,0.5,2.7,6.4,1.1,265,0.679,8.9,164,-,1.39,0.36,0.45,19,-1,39,0.19,0.071,0,1
SoHwan,TOP,21,0.524,3.2,2,2.1,4.8,8.8,388,0.609,21.8,416,-,0.58,0.13,0.16,256,7,65,0.238,0.095,0,1
Spirit,JUNGLE,42,0.571,3.1,2.1,2.6,6,4.4,337,0.679,14.3,279,-,1,0.47,0.34,84,4,253,0.429,0.095,0,4
Teddy,ADC,42,0.5,3.5,2.8,1.9,3.8,10,424,0.633,28,521,-,0.42,0.29,0.11,5,-1,-42,0.167,0.071,0,1
Tempt,MID,45,0.289,2.9,2.1,1.9,3.5,9,379,0.661,27.9,478,-,0.51,0.16,0.16,-70,-3,-99,0.111,0.111,0,4
Totoro,SUPPORT,45,0.289,2.7,0.3,2,5,1.2,248,0.606,7.5,123,-,1.42,0.36,0.38,-6,0,-22,0.111,0.044,0,-
TusiN,SUPPORT,48,0.563,3.5,0.7,2.3,7.2,1.2,271,0.674,9.2,184,-,1.54,0.38,0.39,-14,-1,130,0.104,0.083,0,2
UmTi,JUNGLE,41,0.512,3.1,2.3,2.2,4.5,4.2,333,0.696,14.4,259,-,1,0.42,0.27,200,-3,27,0.463,0.024,0,2
Untara,TOP,25,0.76,3,2.2,2.3,4.6,8.9,397,0.516,21.3,403,-,0.56,0.12,0.11,-81,1,135,0.12,0.16,0,4
Wolf,SUPPORT,41,0.634,3.4,0.8,2.3,6.9,1.2,261,0.684,8.8,161,-,1.27,0.49,0.38,-59,0,-40,0.317,0.171,0,-
blank,JUNGLE,17,0.824,4.1,2.6,2.2,6.5,4.3,350,0.717,12.5,250,-,0.98,0.45,0.28,178,-8,-127,0.294,0.059,0,-
kurO,MID,48,0.563,4.2,3.2,1.9,4.8,8.5,400,0.727,28.5,555,-,0.53,0.29,0.14,-97,-7,-65,0.167,0.083,0,5
